단위,모법인,이름,A세분류,B1주업종,B1_2단,매출,판정근거
법인,,(주)비이피씨탄젠트,인적서비스,음악·공연·엔터,,"40,932",KSIC
법인,,(주)비즈테크아이,인적서비스,소프트웨어·IT,,"327,839",KSIC
법인,,(주)비즈테크온,인적서비스,고용·인력,,"31,520",KSIC
세그먼트,(주)비지에프,지주회사,지주·투자,다품목·범용,,71583,키워드 「지주」
세그먼트,(주)비지에프,"전자, 자동차소재업",완제품제조,기계·운송기기,완성차·부품,29043,키워드 「자동차」
세그먼트,(주)비지에프,반도체소재업,부품제조,전자·정밀,반도체·소자,52015,키워드 「반도체」
법인,,(주)비지에프네트웍스,운송·보관,창고·물류,,"79,645",KSIC
법인,,(주)비지에프로지스,운송·보관,창고·물류,,"363,064",KSIC
법인,,(주)비지에프리테일,소매,다품목·범용,,"8,858,122",KSIC
세그먼트,(주)비지에프에코머티리얼즈,플라스틱화학소재,소재제조,화학·소재,석유화학·기초,352417,키워드 「화학」 (A 는 모법인 상속)
세그먼트,(주)비지에프에코머티리얼즈,"전자, 자동차소재",완제품제조,기계·운송기기,완성차·부품,29433,키워드 「자동차」
법인,,(주)비지에프에코사이클,시설·자산운영,에너지·자원·환경,,"17,003",KSIC
법인,,(주)비지에프에코솔루션,소재제조,화학·소재,석유화학·기초,"10,225",KSIC
법인,,(주)비지에프에코스페셜티,소재제조,화학·소재,석유화학·기초,"52,015",KSIC
법인,,(주)비지에프푸드,완제품제조,식품·음료,,"203,302",KSIC
법인,,(주)비지에프휴먼넷,소매,다품목·범용,,"146,190",KSIC
법인,,(주)빅썸바이오,소매,다품목·범용,,"2,230",KSIC
법인,,(주)빅히트뮤직,콘텐츠·SW,음악·공연·엔터,,"437,533",KSIC
법인,,(주)빈지웍스,콘텐츠·SW,미디어·광고·영상,,836,KSIC
법인,,(주)빌리프랩,콘텐츠·SW,음악·공연·엔터,,"154,711",KSIC
법인,,(주)빌텍,인적서비스,사업지원서비스,,"57,480",KSIC
법인,,(주)빗썸,플랫폼·중개,소프트웨어·IT,,"651,331",KSIC
법인,,(주)빗썸서비스,인적서비스,사업지원서비스,,"2,762",KSIC
법인,,(주)빗썸홀딩스,소매,다품목·범용,,"59,204",KSIC
법인,,(주)사나이픽처스,콘텐츠·SW,미디어·광고·영상,,"13,008",KSIC
법인,,(주)사람인,플랫폼·중개,소프트웨어·IT,,"84,111",KSIC
법인,,(주)사람인에이치에스,인적서비스,고용·인력,,"35,972",KSIC
법인,,(주)사이렌,시설·자산운영,레저·숙박·스포츠,,345,KSIC
법인,,(주)사조대림,완제품제조,식품·음료,,"1,445,409",KSIC
법인,,(주)사조랜더텍,완제품제조,식품·음료,,"10,253",KSIC
법인,,(주)사조비앤엠,시설·자산운영,부동산·임대,,"1,103",KSIC
법인,,(주)사조시스템즈,시설·자산운영,부동산·임대,,"20,509",KSIC
법인,,(주)사조씨앤씨,인적서비스,고용·인력,,"32,355",KSIC
세그먼트,(주)사조오양,수산부문,자원채취,식품·음료,,96732,키워드 「수산」
세그먼트,(주)사조오양,제품부문,완제품제조,식품·음료,,317090,상속 — 키워드 없음
법인,,(주)삼라,인적서비스,전문서비스,,"261,419",KSIC
법인,,(주)삼라농원,자원채취,식품·음료,,"2,004",KSIC
법인,,(주)삼라마이다스,시공·건설,건설·시공,,136,KSIC
법인,,(주)삼성글로벌리서치,인적서비스,전문서비스,,"245,792",KSIC
법인,,(주)삼성금거래소,도매·상사,금속,,"3,659,643",KSIC
법인,,(주)삼성라이온즈,인적서비스,레저·숙박·스포츠,,"94,829",KSIC
법인,,(주)삼성생명금융서비스,금융,보험업,,"213,993",KSIC
법인,,(주)삼성화재금융서비스보험대리점,금융,보험업,,"106,737",KSIC
법인,,(주)삼아벤처,완제품제조,식품·음료,,"83,203",KSIC
법인,,(주)삼양바이오팜,소재제조,의약·바이오,,"28,594",KSIC
세그먼트,(주)삼양사,식품,완제품제조,식품·음료,,1510335,키워드 「식품」
세그먼트,(주)삼양사,화학,완제품제조,화학·소재,석유화학·기초,1043277,키워드 「화학」 (A 는 모법인 상속)
법인,,(주)삼양씨앤씨,콘텐츠·SW,미디어·광고·영상,,"6,642",KSIC
법인,,(주)삼양에코테크,도매·상사,다품목·범용,,"30,876",KSIC
법인,,(주)삼양에프앤비,인적서비스,식품·음료,,"3,185",KSIC
법인,,(주)삼양엔씨켐,소재제조,화학·소재,석유화학·기초,"125,386",KSIC
법인,,(주)삼양인터내셔날,도매·상사,다품목·범용,,"207,240",KSIC
법인,,(주)삼양케이씨아이,완제품제조,화장품·뷰티,,"116,840",KSIC
법인,,(주)삼양패키징,완제품제조,화학·소재,제지·포장,"418,914",KSIC
세그먼트,(주)삼양홀딩스,식품,완제품제조,식품·음료,,1510038,키워드 「식품」
세그먼트,(주)삼양홀딩스,화학,지주·투자,화학·소재,석유화학·기초,1747958,키워드 「화학」 (A 는 모법인 상속)
법인,,(주)삼우종합건축사사무소,인적서비스,전문서비스,,"349,254",KSIC
법인,,(주)삼원강재,부품제조,기계·운송기기,완성차·부품,"359,287",KSIC
법인,,(주)삼정건업,시설·자산운영,부동산·임대,,"13,160",KSIC
세그먼트,(주)삼천리,경기도,시설·자산운영,에너지·자원·환경,,660755,상속 — 키워드 없음
세그먼트,(주)삼천리,인천광역시,시설·자산운영,에너지·자원·환경,,1113761,상속 — 키워드 없음
세그먼트,(주)삼천리,경기도 안산시,시설·자산운영,에너지·자원·환경,,5275461,상속 — 키워드 없음
법인,,(주)삼천리모터스,도매·상사,기계·운송기기,완성차·부품,"454,830",KSIC
법인,,(주)삼천리이브이,도매·상사,기계·운송기기,완성차·부품,"41,557",KSIC
법인,,(주)삼천리이에스,시공·건설,건설·시공,,"241,927",KSIC
법인,,(주)삼천리이엔지,시공·건설,건설·시공,,"170,366",KSIC
법인,,(주)삼천리인베스트먼트,금융,여신전문금융업,,"1,661",KSIC
법인,,(주)삼표산업,소재제조,화학·소재,건축소재,"604,551",KSIC
세그먼트,(주)삼표시멘트,시멘트사업부,소재제조,화학·소재,건축소재,762793,키워드 「시멘트」 (A 는 모법인 상속)
세그먼트,(주)삼표시멘트,레미콘사업부,소재제조,화학·소재,건축소재,47310,상속 — 키워드 없음
법인,,(주)상상스테이,시설·자산운영,부동산·임대,,"34,838",KSIC
법인,,(주)새솔건설,시설·자산운영,부동산·임대,,"31,558",KSIC
법인,,(주)새한리싸이클,소재제조,화학·소재,석유화학·기초,"3,494",KSIC
법인,,(주)서빅,인적서비스,고용·인력,,"62,395",KSIC
법인,,(주)서오창테크노밸리,시설·자산운영,부동산·임대,,"43,591",KSIC
법인,,(주)서울레이크사이드,시설·자산운영,레저·숙박·스포츠,,"62,140",KSIC
법인,,(주)서울신문사,콘텐츠·SW,미디어·광고·영상,,"87,008",KSIC
법인,,(주)서울제약,소재제조,의약·바이오,,"52,149",KSIC
법인,,(주)서울피엠씨,시설·자산운영,부동산·임대,,"3,252",KSIC
법인,,(주)서원디앤디,시설·자산운영,부동산·임대,,25,KSIC
법인,,(주)서현관리,인적서비스,부동산·임대,,"4,800",KSIC
법인,,(주)선암파머스,도매·상사,다품목·범용,,532,KSIC
법인,,(주)선우,시공·건설,건설·시공,,"153,615",KSIC
세그먼트,(주)선진,사료 및 축산부문,완제품제조,식품·음료,,1537956,키워드 「사료」
세그먼트,(주)선진,식품 및 식품서비스,완제품제조,식품·음료,,845396,키워드 「식품」
법인,,(주)선진에프에스,도매·상사,다품목·범용,,"231,413",KSIC
법인,,(주)선진햄,완제품제조,식품·음료,,"70,155",KSIC
법인,,(주)성진리얼코,인적서비스,부동산·임대,,122,KSIC
법인,,(주)세광패션,인적서비스,사업지원서비스,,"8,696",KSIC
법인,,(주)세미콜론스튜디오,콘텐츠·SW,미디어·광고·영상,,306,KSIC
법인,,(주)세빛섬,시설·자산운영,부동산·임대,,"7,572",KSIC
법인,,(주)세아네트웍스,시공·건설,건설·시공,,"54,577",KSIC
법인,,(주)세아베스틸,소재제조,금속,철강,"2,000,799",KSIC
법인,,(주)세아스틸인터내셔날,인적서비스,전문서비스,,"31,721",KSIC
법인,,(주)세아씨엠,소재제조,금속,철강,"478,310",KSIC
법인,,(주)세아엘앤에스,운송·보관,육상운송,,"267,368",KSIC
법인,,(주)세아엠앤에스,소재제조,금속,비철금속,"1,992,258",KSIC
법인,,(주)세아제강,소재제조,금속,강관·형강·선재,"1,372,128",KSIC
세그먼트,(주)세아제강지주,강관,소재제조,금속,철강,4598120,키워드 「강관」
세그먼트,(주)세아제강지주,판재,소재제조,금속,철강,478310,키워드 「판재」
법인,,(주)세아창원특수강,소재제조,금속,철강,"1,399,084",KSIC
세그먼트,(주)세아특수강,선재부문,소재제조,금속,철강,888039,상속 — 키워드 없음
세그먼트,(주)세아특수강,자동차부품부문,완제품제조,기계·운송기기,완성차·부품,68617,키워드 「자동차」
법인,,(주)세아항공방산소재,소재제조,금속,,"128,716",KSIC
세그먼트,(주)세아홀딩스,제조부문,소재제조,금속,,6541173,상속 — 키워드 없음
세그먼트,(주)세아홀딩스,IT부문,인적서비스,소프트웨어·IT,,50904,약어 「IT」
법인,,(주)세우,완제품제조,식품·음료,,"138,646",KSIC
법인,,(주)세종전선,소재제조,금속,전선·케이블,"66,368",KSIC
법인,,(주)세종텍,소재제조,화학·소재,석유화학·기초,952,KSIC
법인,,(주)세중이엔씨,시설·자산운영,부동산·임대,,"21,783",KSIC
법인,,(주)세티,도매·상사,다품목·범용,,"6,610",KSIC
법인,,(주)셀텍,도매·상사,다품목·범용,,851,KSIC
세그먼트,(주)셀트리온,바이오의약품,소재제조,의약·바이오,,6033277,키워드 「바이오」
세그먼트,(주)셀트리온,케미컬의약품,소재제조,의약·바이오,,556710,키워드 「의약」
세그먼트,(주)셀트리온,부문간내부거래 조정,소재제조,의약·바이오,,-2434229,상속 — 키워드 없음
법인,,(주)셀트리온스킨큐어,도매·상사,의약·바이오,,"40,796",KSIC
법인,,(주)셀트리온엔터테인먼트,콘텐츠·SW,미디어·광고·영상,,"38,991",KSIC
법인,,(주)셀트리온제약,소재제조,의약·바이오,,"536,400",KSIC
세그먼트,(주)소노스퀘어,도소매업,도매·상사,다품목·범용,,121379,상속 — 키워드 없음
세그먼트,(주)소노스퀘어,렌탈사업,도매·상사,다품목·범용,,12060,상속 — 키워드 없음
세그먼트,(주)소노스퀘어,영상공연,콘텐츠·SW,미디어·광고·영상,,19,키워드 「영상」
세그먼트,(주)소노스퀘어,중단영업 (내부거래제거전),도매·상사,다품목·범용,,129,상속 — 키워드 없음
법인,,(주)소노스테이션,인적서비스,사업지원서비스,,"132,121",KSIC
법인,,(주)소노인터내셔널,시설·자산운영,레저·숙박·스포츠,,"968,827",KSIC
법인,,(주)소노파트너스,인적서비스,전문서비스,,"17,089",KSIC
법인,,(주)소프트원,콘텐츠·SW,소프트웨어·IT,,"32,487",KSIC
법인,,(주)솔머티리얼즈,소재제조,화학·소재,석유화학·기초,"21,982",KSIC
법인,,(주)송림에프에스,완제품제조,식품·음료,,"14,665",KSIC
법인,,(주)송정,도매·상사,다품목·범용,,"8,149",KSIC
법인,,(주)쇼노트,인적서비스,음악·공연·엔터,,"56,251",KSIC
법인,,(주)쇼박스,콘텐츠·SW,미디어·광고·영상,,"62,496",KSIC
법인,,(주)수서역환승센터복합개발,시설·자산운영,부동산·임대,,59,KSIC
법인,,(주)수퍼톤,콘텐츠·SW,소프트웨어·IT,,"2,328",KSIC
법인,,(주)숲엔터테인먼트,인적서비스,전문서비스,,"39,810",KSIC
법인,,(주)슈퍼레이스,인적서비스,레저·숙박·스포츠,,"11,682",KSIC
법인,,(주)슈퍼어썸,콘텐츠·SW,게임,,"1,275",KSIC
법인,,(주)슈퍼코믹스스튜디오,콘텐츠·SW,미디어·광고·영상,,"4,129",KSIC
법인,,(주)스마일페이먼츠,금융,결제·핀테크,,"27,214",KSIC
법인,,(주)스마트로,금융,결제·핀테크,,"215,771",KSIC
법인,,(주)스마트투데이,콘텐츠·SW,미디어·광고·영상,,335,KSIC
법인,,(주)스웨이드,완제품제조,의류·패션,,"8,594",KSIC
법인,,(주)스타쉽엔터테인먼트,콘텐츠·SW,음악·공연·엔터,,"173,171",KSIC
법인,,(주)스타트럭코리아,도매·상사,기계·운송기기,완성차·부품,"187,025",KSIC
법인,,(주)스타필드고양,시설·자산운영,부동산·임대,,"120,225",KSIC
법인,,(주)스타필드수원,시설·자산운영,부동산·임대,,"107,763",KSIC
법인,,(주)스타필드안성,시설·자산운영,부동산·임대,,"77,434",KSIC
법인,,(주)스타필드하남,시설·자산운영,부동산·임대,,"139,407",KSIC
법인,,(주)스토리위즈,콘텐츠·SW,미디어·광고·영상,,"6,656",KSIC
법인,,(주)스튜디오329,콘텐츠·SW,미디어·광고·영상,,"9,733",KSIC
법인,,(주)스튜디오리얼라이브,콘텐츠·SW,미디어·광고·영상,,"14,023",KSIC
법인,,(주)스튜디오브레이브,콘텐츠·SW,미디어·광고·영상,,"2,138",KSIC
법인,,(주)스튜디오아이,콘텐츠·SW,미디어·광고·영상,,"1,574",KSIC
법인,,(주)스튜디오어빗,콘텐츠·SW,미디어·광고·영상,,"1,778",KSIC
법인,,(주)스튜디오원픽,콘텐츠·SW,소프트웨어·IT,,"2,083",KSIC
법인,,(주)스튜디오일육일,인적서비스,전문서비스,,"10,072",KSIC
법인,,(주)스튜디오제이에이치에스,콘텐츠·SW,미디어·광고·영상,,"23,836",KSIC
법인,,(주)스튜디오좋,인적서비스,미디어·광고·영상,,"11,025",KSIC
법인,,(주)스튜디오클론,콘텐츠·SW,미디어·광고·영상,,"4,471",KSIC
법인,,(주)스튜디오테이크원,콘텐츠·SW,미디어·광고·영상,,"2,092",KSIC
법인,,(주)스튜디오툰,콘텐츠·SW,미디어·광고·영상,,390,KSIC
법인,,(주)스튜디오프리즘,시설·자산운영,미디어·광고·영상,,"157,675",KSIC
법인,,(주)스튜디오플로우,콘텐츠·SW,미디어·광고·영상,,"14,952",KSIC
법인,,(주)스포츠모터사이클코리아,도매·상사,기계·운송기기,완성차·부품,"5,186",KSIC
법인,,(주)승산,시설·자산운영,레저·숙박·스포츠,,"35,458",KSIC
법인,,(주)시엘에스,콘텐츠·SW,미디어·광고·영상,,"1,031",KSIC
법인,,(주)시큐아이,콘텐츠·SW,소프트웨어·IT,,"158,687",KSIC
법인,,(주)신도,도매·상사,기계·운송기기,완성차·부품,41,KSIC
법인,,(주)신동진,시설·자산운영,부동산·임대,,"21,194",KSIC
세그먼트,(주)신세계,백화점업,소매,다품목·범용,,2661149,키워드 「백화점」
세그먼트,(주)신세계,도소매업,소매,다품목·범용,,1944532,상속 — 키워드 없음
세그먼트,(주)신세계,부동산 및 자동차여객터미널업,완제품제조,기계·운송기기,완성차·부품,258345,키워드 「자동차」
세그먼트,(주)신세계,호텔업,시설·자산운영,레저·숙박·스포츠,,149812,키워드 「호텔」
세그먼트,(주)신세계,면세업,소매,다품목·범용,,2305560,키워드 「면세」
법인,,(주)신세계까사,소매,생활용품·가구,,"247,032",KSIC
법인,,(주)신세계동대구복합환승센터,소매,다품목·범용,,"295,363",KSIC
법인,,(주)신세계동서울피에프브이,시설·자산운영,부동산·임대,,"10,486",KSIC
법인,,(주)신세계디에프,소매,다품목·범용,,"2,304,330",KSIC
법인,,(주)신세계라이브쇼핑,소매,다품목·범용,,"336,455",KSIC
법인,,(주)신세계사이먼,시설·자산운영,부동산·임대,,"235,453",KSIC
법인,,(주)신세계센트럴,시설·자산운영,부동산·임대,,"340,886",KSIC
