기업집단명,소속회사명,법인등록번호,KSIC,영위업종,종업원수,매출액,기업공개일,A세분류,A대분류,B1주업종,B1_2단,묶음노드,모수계층,판정근거
미래에셋,미래에셋큐리어스구조혁신기업재무안정 사모투자합자회사,1101130024785,K6499,그 외 기타 금융업,0,"1,379",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
미래에셋,미래에셋파트너스사모투자합자회사,1101130004020,K6499,그 외 기타 금융업,0,0,,,,,,,모수밖,매출 0
미래에셋,미래에셋파트너스사호사모투자전문회사,1101130012607,K6499,그 외 기타 금융업,0,0,,,,,,,모수밖,매출 0
미래에셋,미래에셋파트너스오호사모투자전문회사,1101130013275,K6499,그 외 기타 금융업,0,15,,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
미래에셋,미래에셋파트너스제11호사모투자합자회사,1101130033025,K6499,그 외 기타 금융업,0,4,,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
미래에셋,미래에셋파트너스제구호사모투자합자회사,1101130019843,K6499,그 외 기타 금융업,0,"-3,595",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
넷마블,미추홀맑은물(주),1201111115824,E3602,산업용수 공급업,0,"7,405",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC E3602
에스케이,민팃(주),1244110057457,G4679,재생용 재료 및 기타 상품 전문 도매업,47,"96,356",,도매·상사,유통,다품목·범용,,,T2,KSIC G4679
DL,밀머란에스피씨(주),2844110074721,M7153,경영 컨설팅 및 공공 관계 서비스업,1,0,,,,,,,모수밖,매출 0
한화,바닐라스튜디오(주),1101118002456,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,1,0,,,,,,,모수밖,매출 0
효성,바로쿠브에너지코리아(유),1101140126274,G4680,상품 종합 도매업,0,0,,,,,,,모수밖,매출 0
농심,반도통운(주),1711110001403,H4930,도로 화물 운송업,6,"5,153",,운송·보관,서비스,육상운송,,,T2,KSIC H4930
HL,발안남양도로(주),1101119069447,F4122,토목시설물 건설업,0,0,,,,,,,모수밖,매출 0
호반,배곧랜드마크피에프브이(주),1101115856591,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
HL,배곧신도시지역특성화타운(주),1355110264792,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
아이에스지주,백년건강지킴이(주),1701110402446,N7410,사업시설 유지․관리 서비스업,0,355,,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7410
QCP그룹(舊 큐로홀딩스),밸류그로스(주),1101117520334,N7410,사업시설 유지․관리 서비스업,0,0,,,,,,,모수밖,매출 0
농협,범농협애그테크상생혁신사모투자합자회사,1101130033299,K6499,그 외 기타 금융업,0,49,,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
효성,베스트레드(유),1101140127941,K6499,그 외 기타 금융업,0,"8,751",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
효성,베스트블루(유),1101140127892,K6499,그 외 기타 금융업,0,"6,993",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
효성,베스트퍼플(유),1101140127983,K6499,그 외 기타 금융업,0,"8,763",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
BGF,보광인베스트먼트 (주),1701110038895,K6420,신탁업 및 집합투자업,12,"4,406",,금융,서비스,자산운용업,,,T2,KSIC K6420
장금상선,보람항공(주),1101111947443,N7529,기타 여행보조 및 예약 서비스업,24,"3,631",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7529
한화,보령녹도해상풍력(주),1645110039231,D3511,발전업,1,0,,,,,,,모수밖,매출 0
에스케이,보령블루하이(주),1645110042010,D3520,연료용 가스 제조 및 배관공급업,0,0,,,,,,,모수밖,매출 0
지에스,보령엘엔지터미널(주),1645110021527,H5210,보관 및 창고업,115,"244,739",,운송·보관,서비스,창고·물류,,,T2,KSIC H5210
BS,보문개발(주),1101116060183,M7153,경영 컨설팅 및 공공 관계 서비스업,0,0,,,,,,,모수밖,매출 0
BS,보성건설(주),2001110467005,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
BS,보성산업개발(주),2001110307079,L6812,부동산 개발 및 공급업,9,"2,831",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
씨제이,보스포러스인베스트먼트(주),1801111032232,J5914,영화 및 비디오물 상영업,5,0,,,,,,,모수밖,매출 0
부영,부강주택관리(주),1349110003226,L6821,부동산 관리업,764,627,,인적서비스,서비스,부동산·임대,,,T2,KSIC L6821
오씨아이,부광메디카(주),1101115755199,C2121,완제 의약품 제조업,3,"24,118",,소재제조,제조,의약·바이오,,,T2,KSIC C2121
오씨아이,부광약품(주),1101110030405,C2121,완제 의약품 제조업,650,"167,276",1988/08/05,소재제조,제조,의약·바이오,,,T2,KSIC C2121
라인,부국강병(주),1101114376558,L6821,부동산 관리업,0,"2,232",,인적서비스,서비스,부동산·임대,,,T2,KSIC L6821
사조,부국사료(주),1201110018433,C1090,동물용 사료 및 조제식품 제조업,55,"102,318",,완제품제조,제조,식품·음료,,,T2,KSIC C1090
에스케이,부사호행복나눔솔라(주),2001110654256,D3511,발전업,0,0,,,,,,,모수밖,매출 0
장금상선,부산그린파워(주),1801110679522,E3821,지정 외 폐기물 처리업,15,"13,361",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC E3821
한진,부산글로벌물류센터(주),1801110669143,H5210,보관 및 창고업,15,"7,299",,운송·보관,서비스,창고·물류,,,T2,KSIC H5210
지에스,부산동서고속화도로(주),1101116021854,N7410,사업시설 유지․관리 서비스업,6,0,,,,,,,모수밖,매출 0
대명화학,부산명지국제개발(주),2341110124697,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
장금상선,부산신항웅동개발(주),1942110330762,L6812,부동산 개발 및 공급업,4,"65,505",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
고려에이치씨,부산양곡터미널(주),1801111592848,H5294,화물 취급업,0,0,,,,,,,모수밖,매출 0
에이치디씨,부산컨테이너터미널(주),1101115031648,H5292,수상 운송지원 서비스업,45,"90,283",,운송·보관,서비스,창고·물류,,,T2,KSIC H5292
한화,부여바이오(주),1643110030530,C1629,기타 나무제품 제조업,7,119,,소재제조,제조,화학·소재,건축소재,,T2,KSIC C1629
지에스,부천영상단지관리(주),1211110411214,L6821,부동산 관리업,1,0,,,,,,,모수밖,매출 0
에이치디씨,북항아이브리지(주),1801110560979,H5291,육상 운송지원 서비스업,7,"38,069",,운송·보관,서비스,창고·물류,,,T2,KSIC H5291
태광,뷰티라이프원(유),1101140038691,K6619,기타 금융 지원 서비스업,0,0,,,,,,,모수밖,매출 0
태광,뷰티라이프홀딩스(유),1101140038687,K6619,기타 금융 지원 서비스업,0,0,,,,,,,모수밖,매출 0
대명화학,브랜드유니버스(주),1101118415518,N7599,그 외 기타 사업지원 서비스업,74,"80,280",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
중흥건설,브레인시티프로젝트금융투자(주),1313110180938,L6812,부동산 개발 및 공급업,5,"248,189",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
토스,브이씨엔씨(주),1101114525915,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,54,"6,843",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
넥슨,브이아이피사모주식형펀드일호,1101112775794,K6420,신탁업 및 집합투자업,4,"15,937",,금융,서비스,자산운용업,,,T2,KSIC K6420
케이티,브이피(주),1101111986566,K6619,기타 금융 지원 서비스업,104,"108,282",,금융,서비스,결제·핀테크,,,T2,KSIC K6619
엘아이지,블랑제리길(주),1760110169563,C1060,"떡, 빵 및 과자류 제조업",53,"2,716",,완제품제조,제조,식품·음료,,,T2,KSIC C1060
QCP그룹(舊 큐로홀딩스),블록체인유니버스(주),1101118196481,J6202,"컴퓨터시스템 통합 자문, 구축 및 관리업",0,0,,,,,,,모수밖,매출 0
현대자동차,블루월넛(주),1101116254562,K6619,기타 금융 지원 서비스업,39,"186,370",,금융,서비스,결제·핀테크,,,T2,KSIC K6619
하이트진로,블루헤런(주),1312110015971,R9112,골프장 및 스키장 운영업,72,"15,911",,시설·자산운영,서비스,레저·숙박·스포츠,,,T2,KSIC R9112
에스케이,블룸에스케이퓨얼셀(유),1760140002163,C2811,"전동기, 발전기 및 전기 변환장치 제조업",26,"57,774",,완제품제조,제조,기계·운송기기,전력·중전기,,T2,KSIC C2811
넷마블,비렉스테크(주),2849110246627,C3201,침대 및 내장가구 제조업,191,"99,493",,완제품제조,제조,생활용품·가구,,,T2,KSIC C3201
케이티,비씨카드(주),1101110356695,K6491,여신금융업,901,"3,356,764",,금융,서비스,여신전문금융업,,,T2,KSIC K6491
동원,비아이디씨(주),1801110549551,H5210,보관 및 창고업,67,"54,694",,운송·보관,서비스,창고·물류,,,T2,KSIC H5210
BS,비에스성동피에프브이(주),2001110075783,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
지에스,비에스엠(주),1355110187118,C2419,기타 1차 철강 제조업,84,"16,425",,소재제조,제조,금속,철강,,T2,KSIC C2419
다우키움,비엔더블유키움엔이엑스사모투자합자회사,1101130031839,K6499,그 외 기타 금융업,0,1,,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
애경,비컨로지스틱스(주),1501110076740,H5299,그 외 기타 운송관련 서비스업,6,0,,,,,,,모수밖,매출 0
오케이금융그룹,비콜렉트대부(주),1101115942572,K6491,여신금융업,10,"2,333",,금융,서비스,여신전문금융업,,,T2,KSIC K6491
삼천리,비티에스 제1호 사모투자 합자회사,1101130026757,K6420,신탁업 및 집합투자업,0,"33,555",,금융,서비스,자산운용업,,,T2,KSIC K6420
삼천리,비티에스 제2호 사모투자 합자회사,1101130033116,K6420,신탁업 및 집합투자업,0,611,,금융,서비스,자산운용업,,,T2,KSIC K6420
삼천리,비티에스제2호의1 사모투자합자회사,1101130003809,K6420,신탁업 및 집합투자업,0,453,,금융,서비스,자산운용업,,,T2,KSIC K6420
지에스,사상해운대고속도로(주),1101118639712,F4122,토목시설물 건설업,0,0,,,,,,,모수밖,매출 0
사조,사조동아원(주),1244110000662,C1051,곡물 가공품 제조업,384,"674,264",1989/06/24,완제품제조,제조,식품·음료,,,T2,KSIC C1051
사조,사조로지스(주),1313110319800,H5299,그 외 기타 운송관련 서비스업,16,"61,732",,운송·보관,서비스,창고·물류,,,T2,KSIC H5299
사조,사조산업(주),1101110112328,C1021,수산동물 가공 및 저장 처리업,525,"478,608",1989/07/25,완제품제조,제조,식품·음료,,,T2,KSIC C1021
사조,사조씨푸드(주),1101110271596,C1021,수산동물 가공 및 저장 처리업,286,"217,433",2012/06/29,완제품제조,제조,식품·음료,,,T2,KSIC C1021
사조,사조푸디스트(주),1101117383526,I5613,기관 구내식당업,"4,010","965,177",,인적서비스,서비스,외식·급식,,,T2,KSIC I5613
사조,사호축산영농조합법인,1645710001953,A0122,양돈업,53,"25,111",,자원채취,자원,농림수산,농업,,T2,KSIC A0122
롯데,산청음료(주),1948110004183,C1120,비알코올 음료 및 얼음 제조업,58,"26,789",,완제품제조,제조,식품·음료,,,T2,KSIC C1120
에스케이,삼강에스앤씨(주),1912110000681,C3111,선박 및 수상 부유 구조물 건조업,172,"111,293",,완제품제조,제조,기계·운송기기,조선·해양,,T2,KSIC C3111
태영,삼계개발(주),1955110242663,B0620,비철금속 광업,35,"13,102",,자원채취,자원,에너지·자원·환경,,,T2,KSIC B0620
삼양,삼남석유화학(주),1101110557061,C2011,기초 유기 화학물질 제조업,152,"958,522",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2011
DB,삼동흥산(주),1101110332801,J6202,"컴퓨터시스템 통합 자문, 구축 및 관리업",130,"24,921",,인적서비스,서비스,소프트웨어·IT,,,T2,KSIC J6202
희성,삼보이엔씨(주),1101112164137,F4212,기반조성 관련 전문공사업,3,414,,시공·건설,건설,건설·시공,,,T2,KSIC F4212
삼성,삼성노블라이프(주),1345110074503,Q8711,노인 거주 복지시설 운영업,263,"5,324",,인적서비스,서비스,의료·보건,,,T2,KSIC Q8711
삼성,삼성디스플레이(주),1345110187812,C2621,표시장치 제조업,"21,076","25,993,317",,부품제조,제조,전자·정밀,전자기기·모듈,,T2,KSIC C2621
삼성,삼성메디슨(주),1346110001036,C2719,기타 의료용 기기 제조업,"1,159","663,616",,완제품제조,제조,의료·보건,,,T2,KSIC C2719
삼성,삼성물산(주),1101110015762,F4112,비주거용 건물 건설업,"11,908","21,219,156",2014/12/18,시공·건설,건설,건설·시공,,,T2,KSIC F4112
삼성,삼성바이오로직스(주),1201110566317,C2110,기초 의약 물질 제조업,"5,304","4,556,972",2016/11/10,소재제조,제조,의약·바이오,,,T2,KSIC C2110
삼성,삼성바이오에피스(주),1201110601501,M7011,자연과학 연구개발업,"1,030","1,661,946",,인적서비스,서비스,의약·바이오,,,T2,KSIC M7011
삼성,삼성벤처투자(주),1101111785538,K6420,신탁업 및 집합투자업,74,"94,439",,금융,서비스,자산운용업,,,T2,KSIC K6420
삼성,삼성생명보험(주),1101110005953,K6511,생명 보험업,"5,313","30,686,448",2010/05/12,금융,서비스,보험업,,,T2,KSIC K6511
삼성,삼성생명서비스손해사정(주),1101111855414,K6620,보험 및 연금관련 서비스업,"2,077","232,091",,금융,서비스,보험업,,,T2,KSIC K6620
삼성,삼성선물(주),1101110894520,K6612,증권 및 선물 중개업,133,"263,962",,금융,서비스,증권·투자매매업,,,T2,KSIC K6612
삼성,삼성액티브자산운용(주),1101116277382,K6420,신탁업 및 집합투자업,43,"35,322",,금융,서비스,자산운용업,,,T2,KSIC K6420
삼성,삼성에스디아이(주),1101110394174,C2820,일차전지 및 이차전지 제조업,"12,602","11,455,691",1979/01/29,부품제조,제조,전자·정밀,전지·전원부품,,T2,KSIC C2820
삼성,삼성에스디에스(주),1101110398556,J6201,컴퓨터 프로그래밍 서비스업,"11,287","5,464,638",2014/11/14,인적서비스,서비스,소프트웨어·IT,,,T2,KSIC J6201
삼성,삼성에스알에이자산운용(주),1101115004322,K6420,신탁업 및 집합투자업,161,"78,747",,금융,서비스,자산운용업,,,T2,KSIC K6420
삼성,삼성에프엔위탁관리부동산투자회사(주),1101118376893,L6811,부동산 임대업,2,"48,373",2023/04/10,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
삼성,삼성에피스홀딩스(주),1201110149508,K6499,그 외 기타 금융업,13,0,2025/11/24,,,,,,모수밖,매출 0
삼성,삼성웰스토리(주),1101115282077,I5613,기관 구내식당업,"6,550","3,032,982",,인적서비스,서비스,외식·급식,,,T2,KSIC I5613
삼성,삼성이앤에이(주),1101110240509,M7212,엔지니어링 서비스업,"5,275","4,687,955",1996/12/24,인적서비스,서비스,전문서비스,,,T2,KSIC M7212
삼성,삼성자산운용(주),1701110139833,K6420,신탁업 및 집합투자업,467,"391,228",,금융,서비스,자산운용업,,,T2,KSIC K6420
삼성,삼성전기(주),1301110001626,C2629,기타 전자부품 제조업,"12,299","8,377,908",1979/01/29,부품제조,제조,전자·정밀,전자기기·모듈,,T2,KSIC C2629
삼성,삼성전자(주),1301110006246,C2642,방송 및 무선 통신장비 제조업,"122,748","238,043,009",1975/06/11,완제품제조,제조,전자·정밀,전자기기·모듈,,T2,KSIC C2642
삼성,삼성전자로지텍(주),1301110046797,H5299,그 외 기타 운송관련 서비스업,560,"1,655,616",,운송·보관,서비스,창고·물류,,,T2,KSIC H5299
삼성,삼성전자서비스(주),1301110049139,S9531,가전제품 수리업,"8,024","2,066,810",,인적서비스,서비스,전자·정밀,전자기기·모듈,,T2,KSIC S9531
삼성,삼성전자서비스씨에스(주),1358110352541,N7599,그 외 기타 사업지원 서비스업,898,"91,582",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
삼성,삼성전자판매(주),1801110210300,G4732,가전제품 소매업,"3,666","3,720,875",,소매,유통,전자·정밀,전자기기·모듈,,T2,KSIC G4732
